Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,ACS19_5yr_B02018001,ACS19_5yr_B02018002,ACS19_5yr_B02018003,ACS19_5yr_B02018004,ACS19_5yr_B02018005,ACS19_5yr_B02018006,ACS19_5yr_B02018007,ACS19_5yr_B02018008,ACS19_5yr_B02018009,ACS19_5yr_B02018010,ACS19_5yr_B02018011,ACS19_5yr_B02018012,ACS19_5yr_B02018013,ACS19_5yr_B02018014,ACS19_5yr_B02018015,ACS19_5yr_B02018016,ACS19_5yr_B02018017,ACS19_5yr_B02018018,ACS19_5yr_B02018019,ACS19_5yr_B02018020,ACS19_5yr_B02018021,ACS19_5yr_B02018022,ACS19_5yr_B02018023,ACS19_5yr_B02018024,ACS19_5yr_B02018001s,ACS19_5yr_B02018002s,ACS19_5yr_B02018003s,ACS19_5yr_B02018004s,ACS19_5yr_B02018005s,ACS19_5yr_B02018006s,ACS19_5yr_B02018007s,ACS19_5yr_B02018008s,ACS19_5yr_B02018009s,ACS19_5yr_B02018010s,ACS19_5yr_B02018011s,ACS19_5yr_B02018012s,ACS19_5yr_B02018013s,ACS19_5yr_B02018014s,ACS19_5yr_B02018015s,ACS19_5yr_B02018016s,ACS19_5yr_B02018017s,ACS19_5yr_B02018018s,ACS19_5yr_B02018019s,ACS19_5yr_B02018020s,ACS19_5yr_B02018021s,ACS19_5yr_B02018022s,ACS19_5yr_B02018023s,ACS19_5yr_B02018024s
"0120020","32000US0120020","Dothan","Dothan, AL Metro Area; Alabama","al","320","00","ACSSF","0007816",,,,,"01",,,,,,,,,,,,,,"20020",,,,,,,,,,,,,,,,,,,,,,,,,,,,148252,1754,328,3,0,0,0,266,159,72,24,139,266,0,0,0,0,2,25,0,0,45,280,0,145,52.72727,62.42424,2.424242,16.9697,16.9697,16.9697,38.18182,34.54546,36.9697,20,22.42424,46.66667,16.9697,16.9697,16.9697,16.9697,1.818182,12.12121,16.9697,16.9697,16.36364,44.24242,16.9697,38.18182
"0121460","32000US0121460","Enterprise","Enterprise, AL Micro Area; Alabama","al","320","00","ACSSF","0007817",,,,,"01",,,,,,,,,,,,,,"21460",,,,,,,,,,,,,,,,,,,,,,,,,,,,51662,1121,48,0,0,0,0,407,108,0,6,65,427,0,0,0,0,18,0,0,0,21,21,0,0,21.81818,29.69697,16.9697,16.9697,16.9697,16.9697,136.9697,58.78788,16.9697,5.454545,25.45455,110.9091,16.9697,16.9697,16.9697,16.9697,19.39394,16.9697,16.9697,16.9697,14.54545,12.12121,16.9697,16.9697
"0121640","32000US0121640","Eufaula","Eufaula, AL-GA Micro Area (part); Alabama","al","320","00","ACSSF","0007818",,,,,"01",,,,,,,,,,,,,,"21640",,,,,,,,,,,,,,,,,,,,,,,,,,,,25361,168,65,25,0,0,0,0,12,0,0,8,20,5,0,0,0,0,0,0,0,0,17,0,16,20.60606,36.36364,29.09091,13.33333,13.33333,13.33333,13.33333,12.12121,13.33333,13.33333,7.878788,19.39394,6.666667,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.93939,13.33333,15.15152
"0122520","32000US0122520","Florence-Muscle Shoals","Florence-Muscle Shoals, AL Metro Area; Alabama","al","320","00","ACSSF","0007819",,,,,"01",,,,,,,,,,,,,,"22520",,,,,,,,,,,,,,,,,,,,,,,,,,,,147327,1352,312,0,0,0,19,265,245,0,0,118,105,10,0,0,9,12,9,0,0,151,30,0,67,96.36364,91.51515,16.9697,16.9697,16.9697,18.78788,76.9697,73.93939,16.9697,16.9697,46.66667,41.21212,10.30303,16.9697,16.9697,9.090909,13.93939,7.272727,16.9697,16.9697,107.8788,20.60606,16.9697,35.15152
"0122840","32000US0122840","Fort Payne","Fort Payne, AL Micro Area; Alabama","al","320","00","ACSSF","0007820",,,,,"01",,,,,,,,,,,,,,"22840",,,,,,,,,,,,,,,,,,,,,,,,,,,,71310,322,0,0,0,0,0,8,12,0,0,17,0,0,0,0,0,0,183,0,0,39,0,0,63,16.9697,16.9697,16.9697,16.9697,16.9697,16.9697,10.30303,12.12121,16.9697,16.9697,18.18182,16.9697,16.9697,16.9697,16.9697,16.9697,16.9697,94.54546,16.9697,16.9697,46.66667,16.9697,16.9697,63.0303
"0123460","32000US0123460","Gadsden","Gadsden, AL Metro Area; Alabama","al","320","00","ACSSF","0007821",,,,,"01",,,,,,,,,,,,,,"23460",,,,,,,,,,,,,,,,,,,,,,,,,,,,102748,977,201,0,0,0,140,188,225,0,0,19,10,0,0,0,66,0,0,0,0,53,42,0,33,23.0303,76.9697,16.9697,16.9697,16.9697,114.5455,72.72727,76.9697,16.9697,16.9697,13.33333,10.30303,16.9697,16.9697,16.9697,47.87879,16.9697,16.9697,16.9697,16.9697,42.42424,39.39394,16.9697,20.60606
"0126620","32000US0126620","Huntsville","Huntsville, AL Metro Area; Alabama","al","320","00","ACSSF","0007822",,,,,"01",,,,,,,,,,,,,,"26620",,,,,,,,,,,,,,,,,,,,,,,,,,,,457003,14940,3004,34,0,0,90,2495,2476,71,103,1006,2199,108,0,24,242,0,590,0,242,400,1488,0,368,215.1515,390.303,34.54546,16.9697,16.9697,63.0303,334.5454,340.606,62.42424,68.48485,204.8485,322.4243,59.39394,16.9697,24.24242,119.3939,16.9697,216.9697,16.9697,112.1212,118.1818,327.8788,16.9697,127.8788
"0127530","32000US0127530","Jasper","Jasper, AL Micro Area; Alabama","al","320","00","ACSSF","0007823",,,,,"01",,,,,,,,,,,,,,"27530",,,,,,,,,,,,,,,,,,,,,,,,,,,,64110,397,11,0,0,0,57,225,0,0,0,28,31,0,28,0,0,0,0,0,0,0,4,0,13,18.18182,12.72727,16.9697,16.9697,16.9697,45.45454,69.09091,16.9697,16.9697,16.9697,20.60606,31.51515,16.9697,30.30303,16.9697,16.9697,16.9697,16.9697,16.9697,16.9697,16.9697,5.454545,16.9697,13.33333
"0129300","32000US0129300","LaGrange","LaGrange, GA-AL Micro Area (part); Alabama","al","320","00","ACSSF","0007824",,,,,"01",,,,,,,,,,,,,,"29300",,,,,,,,,,,,,,,,,,,,,,,,,,,,33660,437,64,0,0,0,0,47,27,0,10,1,272,0,0,0,0,0,0,0,0,0,0,0,16,9.69697,57.57576,15.15152,15.15152,15.15152,15.15152,36.9697,20,15.15152,9.69697,1.212121,58.78788,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,16.9697
"0133660","32000US0133660","Mobile","Mobile, AL Metro Area; Alabama","al","320","00","ACSSF","0007825",,,,,"01",,,,,,,,,,,,,,"33660",,,,,,,,,,,,,,,,,,,,,,,,,,,,430655,10060,907,49,0,37,434,843,1271,31,62,664,513,936,31,0,9,0,140,0,43,351,3286,0,453,310.9091,196.3636,50.30303,16.9697,37.57576,127.8788,213.9394,227.2727,30.90909,34.54546,203.6364,167.2727,226.6667,27.87879,16.9697,9.69697,16.9697,81.21212,16.9697,30.90909,108.4848,464.8485,16.9697,162.4242
"0133860","32000US0133860","Montgomery","Montgomery, AL Metro Area; Alabama","al","320","00","ACSSF","0007826",,,,,"01",,,,,,,,,,,,,,"33860",,,,,,,,,,,,,,,,,,,,,,,,,,,,373544,9717,1170,223,0,8,0,653,1323,0,0,699,3600,355,0,0,0,0,177,0,39,236,688,0,546,111.5152,200.6061,137.5758,16.9697,7.878788,16.9697,124.2424,201.8182,16.9697,16.9697,142.4242,285.4546,112.7273,16.9697,16.9697,16.9697,16.9697,103.6364,16.9697,25.45455,70.90909,181.8182,16.9697,183.6364
"0137120","32000US0137120","Ozark","Ozark, AL Micro Area; Alabama","al","320","00","ACSSF","0007827",,,,,"01",,,,,,,,,,,,,,"37120",,,,,,,,,,,,,,,,,,,,,,,,,,,,49277,1177,64,0,0,0,110,25,297,0,0,306,228,0,0,0,0,0,0,0,0,117,6,0,24,119.3939,41.21212,15.15152,15.15152,15.15152,73.93939,18.78788,63.63636,15.15152,15.15152,132.7273,85.45454,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,47.27273,6.060606,15.15152,18.18182
"0142460","32000US0142460","Scottsboro","Scottsboro, AL Micro Area; Alabama","al","320","00","ACSSF","0007828",,,,,"01",,,,,,,,,,,,,,"42460",,,,,,,,,,,,,,,,,,,,,,,,,,,,51852,325,0,0,0,0,0,34,84,0,0,52,40,0,0,6,0,0,0,0,0,7,97,0,5,17.57576,16.9697,16.9697,16.9697,16.9697,16.9697,23.63636,38.18182,16.9697,16.9697,28.48485,36.9697,16.9697,16.9697,5.454545,16.9697,16.9697,16.9697,16.9697,16.9697,7.878788,49.09091,16.9697,4.848485
"0142820","32000US0142820","Selma","Selma, AL Micro Area; Alabama","al","320","00","ACSSF","0007829",,,,,"01",,,,,,,,,,,,,,"42820",,,,,,,,,,,,,,,,,,,,,,,,,,,,39149,244,126,0,0,0,0,13,8,0,0,16,0,0,0,0,0,0,31,0,0,0,50,0,0,9.090909,55.75758,15.15152,15.15152,15.15152,15.15152,15.75758,7.272727,15.15152,15.15152,17.57576,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,24.24242,15.15152,15.15152,15.15152,44.84848,15.15152,15.15152
"0145180","32000US0145180","Talladega-Sylacauga","Talladega-Sylacauga, AL Micro Area; Alabama","al","320","00","ACSSF","0007830",,,,,"01",,,,,,,,,,,,,,"45180",,,,,,,,,,,,,,,,,,,,,,,,,,,,80387,657,155,0,0,0,0,25,57,0,0,61,68,0,0,0,103,0,98,0,0,19,68,0,3,27.87879,96.9697,16.9697,16.9697,16.9697,16.9697,16.36364,32.72727,16.9697,16.9697,42.42424,28.48485,16.9697,16.9697,16.9697,87.87878,16.9697,81.21212,16.9697,16.9697,16.9697,41.81818,16.9697,3.030303
"0145980","32000US0145980","Troy","Troy, AL Micro Area; Alabama","al","320","00","ACSSF","0007831",,,,,"01",,,,,,,,,,,,,,"45980",,,,,,,,,,,,,,,,,,,,,,,,,,,,33333,787,31,0,0,0,0,400,9,0,0,7,36,0,0,0,19,0,0,0,13,0,240,0,32,6.666667,20.60606,15.15152,15.15152,15.15152,15.15152,92.12122,7.272727,15.15152,15.15152,7.272727,20.60606,15.15152,15.15152,15.15152,14.54545,15.15152,15.15152,15.15152,12.12121,15.15152,106.6667,15.15152,24.84848
"0146220","32000US0146220","Tuscaloosa","Tuscaloosa, AL Metro Area; Alabama","al","320","00","ACSSF","0007832",,,,,"01",,,,,,,,,,,,,,"46220",,,,,,,,,,,,,,,,,,,,,,,,,,,,250681,4041,389,135,0,0,0,1078,597,7,0,176,470,0,0,0,51,0,0,0,64,33,699,0,342,63.63636,118.7879,121.2121,16.9697,16.9697,16.9697,218.7879,132.1212,10.90909,16.9697,65.45454,127.8788,16.9697,16.9697,16.9697,38.78788,16.9697,16.9697,16.9697,30.90909,24.84848,209.697,16.9697,127.2727
"0211260","32000US0211260","Anchorage","Anchorage, AK Metro Area; Alaska","ak","320","00","ACSSF","0003109",,,,,"02",,,,,,,,,,,,,,"11260",,,,,,,,,,,,,,,,,,,,,,,,,,,,398900,41134,965,0,0,13,55,3018,19835,4979,102,2404,5240,1137,55,0,117,2,88,16,316,1606,900,0,286,489.0909,200.6061,13.33333,13.33333,12.12121,29.69697,430.9091,887.8788,570.303,54.54546,265.4546,536.3636,249.697,47.87879,13.33333,100.6061,1.818182,78.18182,11.51515,116.9697,303.6364,209.0909,13.33333,86.06061
"0221820","32000US0221820","Fairbanks","Fairbanks, AK Metro Area; Alaska","ak","320","00","ACSSF","0003110",,,,,"02",,,,,,,,,,,,,,"21820",,,,,,,,,,,,,,,,,,,,,,,,,,,,99072,5157,225,0,0,0,0,596,1688,86,0,696,814,119,0,64,47,28,7,0,0,314,270,0,203,149.697,90.90909,13.33333,13.33333,13.33333,13.33333,114.5455,215.7576,52.12121,13.33333,119.3939,141.8182,91.51515,13.33333,58.78788,18.78788,25.45455,9.090909,13.33333,13.33333,138.1818,145.4545,13.33333,123.6364
"0227940","32000US0227940","Juneau","Juneau, AK Micro Area; Alaska","ak","320","00","ACSSF","0003111",,,,,"02",,,,,,,,,,,,,,"27940",,,,,,,,,,,,,,,,,,,,,,,,,,,,32227,3390,90,0,0,0,4,325,2474,0,9,253,74,0,0,0,0,0,8,0,4,38,104,0,7,163.0303,43.63636,12.12121,12.12121,12.12121,4.242424,95.75758,225.4545,12.12121,5.454545,91.51515,32.12121,12.12121,12.12121,12.12121,12.12121,12.12121,8.484848,12.12121,3.636364,19.39394,69.69697,12.12121,4.848485
"0228540","32000US0228540","Ketchikan","Ketchikan, AK Micro Area; Alaska","ak","320","00","ACSSF","0003112",,,,,"02",,,,,,,,,,,,,,"28540",,,,,,,,,,,,,,,,,,,,,,,,,,,,13800,1428,41,0,0,0,0,26,1213,0,9,18,28,0,0,0,0,0,0,0,0,9,33,0,51,43.0303,24.84848,9.090909,9.090909,9.090909,9.090909,13.93939,50.90909,9.090909,6.060606,12.12121,13.33333,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,7.272727,12.72727,9.090909,23.0303
"0422380","32000US0422380","Flagstaff","Flagstaff, AZ Metro Area; Arizona","az","320","00","ACSSF","0007794",,,,,"04",,,,,,,,,,,,,,"22380",,,,,,,,,,,,,,,,,,,,,,,,,,,,141274,4308,415,0,0,0,19,1283,959,0,116,407,386,12,19,0,135,14,51,51,14,39,222,0,166,145.4545,100,17.57576,17.57576,17.57576,17.57576,193.9394,160,17.57576,68.48485,95.15151,103.0303,11.51515,16.9697,17.57576,109.697,16.36364,50.30303,31.51515,16.36364,33.93939,83.0303,17.57576,75.15151
"0429420","32000US0429420","Lake Havasu City-Kingman","Lake Havasu City-Kingman, AZ Metro Area; Arizona","az","320","00","ACSSF","0007795",,,,,"04",,,,,,,,,,,,,,"29420",,,,,,,,,,,,,,,,,,,,,,,,,,,,207695,3729,384,0,0,9,4,435,1642,0,75,405,162,40,0,0,48,0,45,53,28,112,214,0,73,127.8788,139.3939,17.57576,17.57576,11.51515,4.848485,127.2727,179.3939,17.57576,40.60606,90.30303,54.54546,36.36364,17.57576,17.57576,34.54546,17.57576,29.69697,53.33333,26.66667,84.24242,80,17.57576,37.57576
"0435700","32000US0435700","Nogales","Nogales, AZ Micro Area; Arizona","az","320","00","ACSSF","0007796",,,,,"04",,,,,,,,,,,,,,"35700",,,,,,,,,,,,,,,,,,,,,,,,,,,,46480,543,17,0,0,211,0,111,77,0,13,55,34,0,0,0,0,0,0,0,0,25,0,0,0,58.18182,13.33333,15.75758,15.75758,114.5455,15.75758,55.75758,60,15.75758,15.15152,36.36364,29.69697,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,24.84848,15.75758,15.75758,15.75758
"0437740","32000US0437740","Payson","Payson, AZ Micro Area; Arizona","az","320","00","ACSSF","0007797",,,,,"04",,,,,,,,,,,,,,"37740",,,,,,,,,,,,,,,,,,,,,,,,,,,,53546,649,28,0,0,0,151,157,104,0,27,74,21,17,0,0,0,0,0,0,0,0,26,0,44,46.06061,27.27273,17.57576,17.57576,17.57576,112.1212,93.33334,50.90909,17.57576,22.42424,46.06061,20,18.18182,17.57576,17.57576,17.57576,17.57576,17.57576,17.57576,17.57576,17.57576,26.66667,17.57576,26.66667
"0438060","32000US0438060","Phoenix-Mesa-Chandler","Phoenix-Mesa-Chandler, AZ Metro Area; Arizona","az","320","00","ACSSF","0007798",,,,,"04",,,,,,,,,,,,,,"38060",,,,,,,,,,,,,,,,,,,,,,,,,,,,4761603,252379,59179,2167,209,3274,2761,43025,53409,72,2189,18325,16948,2646,462,149,752,171,2642,427,1935,5013,27018,88,9518,1198.182,1576.97,487.2727,114.5455,606.6667,470.303,1332.727,1429.697,37.57576,340,1088.485,870.9091,394.5454,150.303,83.63636,218.1818,80.60606,444.2424,88.48485,285.4546,489.0909,1127.273,58.78788,809.0909
"0439150","32000US0439150","Prescott Valley-Prescott","Prescott Valley-Prescott, AZ Metro Area; Arizona","az","320","00","ACSSF","0007799",,,,,"04",,,,,,,,,,,,,,"39150",,,,,,,,,,,,,,,,,,,,,,,,,,,,228067,3741,220,15,0,0,10,758,1058,0,39,482,575,6,0,0,0,16,11,0,15,78,331,0,127,112.1212,66.66666,12.72727,17.57576,17.57576,10.90909,145.4545,207.8788,17.57576,27.27273,118.1818,164.8485,7.272727,17.57576,17.57576,17.57576,18.78788,12.12121,17.57576,13.93939,37.57576,120,17.57576,61.21212
"0440940","32000US0440940","Safford","Safford, AZ Micro Area; Arizona","az","320","00","ACSSF","0007800",,,,,"04",,,,,,,,,,,,,,"40940",,,,,,,,,,,,,,,,,,,,,,,,,,,,37996,319,6,0,0,0,0,38,80,0,0,8,36,137,0,0,0,0,0,0,0,0,0,0,14,10.30303,6.666667,15.75758,15.75758,15.75758,15.75758,24.84848,55.15152,15.75758,15.75758,12.12121,21.81818,69.69697,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,15.75758,11.51515
"0443320","32000US0443320","Show Low","Show Low, AZ Micro Area; Arizona","az","320","00","ACSSF","0007801",,,,,"04",,,,,,,,,,,,,,"43320",,,,,,,,,,,,,,,,,,,,,,,,,,,,109270,1046,39,14,0,0,0,143,284,0,4,190,143,0,0,0,0,0,17,0,0,148,59,0,5,65.45454,20,12.72727,17.57576,17.57576,17.57576,57.57576,83.0303,17.57576,5.454545,56.36364,72.72727,17.57576,17.57576,17.57576,17.57576,17.57576,13.33333,17.57576,17.57576,80.60606,35.75758,17.57576,5.454545
"0443420","32000US0443420","Sierra Vista-Douglas","Sierra Vista-Douglas, AZ Metro Area; Arizona","az","320","00","ACSSF","0007802",,,,,"04",,,,,,,,,,,,,,"43420",,,,,,,,,,,,,,,,,,,,,,,,,,,,125867,4128,41,47,0,14,37,374,958,0,101,578,1298,0,0,0,0,0,0,0,41,230,347,0,62,184.2424,26.06061,48.48485,17.57576,12.12121,33.33333,94.54546,142.4242,17.57576,65.45454,163.6364,212.1212,17.57576,17.57576,17.57576,17.57576,17.57576,17.57576,17.57576,36.9697,88.48485,111.5152,17.57576,30.90909
"0446060","32000US0446060","Tucson","Tucson, AZ Metro Area; Arizona","az","320","00","ACSSF","0007803",,,,,"04",,,,,,,,,,,,,,"46060",,,,,,,,,,,,,,,,,,,,,,,,,,,,1027207,45097,5788,288,288,62,243,9783,9171,0,180,4052,4915,474,76,46,623,73,210,57,370,1308,5352,61,1677,568.4849,423.6364,107.2727,86.66666,36.36364,121.2121,537.5757,626.0606,17.57576,69.69697,327.8788,474.5454,152.7273,32.72727,29.09091,214.5455,45.45454,79.39394,44.84848,122.4242,226.6667,532.7273,53.93939,247.8788
